,child_case,head_case,relation,child_pos,head_pos,file_name
2061,nom,acc,viseranam,nom. sg. n.,acc. sg. m.,Gold_447.csv
2062,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_447.csv
2063,acc,IV,karma,acc. sg. m.,inf.,Gold_447.csv
2064,IV,FV,prayojanam,inf.,pft. md. sg. 3,Gold_447.csv
2065,g,acc,rartisambanxah,g. sg. m.,acc. sg. m.,Gold_447.csv
2066,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_447.csv
2067,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_447.csv
2068,acc,g,karma,acc. sg. m.,g. pl. m.,Gold_447.csv
2069,g,FV,bavalakranasapwami_samanakalah,g. pl. m.,pft. md. sg. 3,Gold_447.csv
2070,g,inst,rartisambanxah,g. pl. m.,inst. pl. m.,Gold_447.csv
2071,inst,inst,viseranam,inst. pl. m.,inst. pl. m.,Gold_447.csv
2072,inst,inst,viseranam,inst. pl. m.,inst. pl. m.,Gold_447.csv
2073,inst,FV,karwa,inst. pl. m.,pft. md. sg. 3,Gold_447.csv
2074,nom,FV,karma,nom. sg. f.,pft. md. sg. 3,Gold_447.csv
2075,Ind,FV,sambanxah,conj.,pft. md. sg. 3,Gold_447.csv
2076,FV,ROOT,root,pft. md. sg. 3,NA,Gold_447.csv
2077,acc,acc,viseranam,acc. pl. m.,acc. pl. m.,Gold_284.csv
2078,acc,FV,karma,acc. pl. m.,imp. [vn.] ac. pl. 3,Gold_284.csv
2079,FV,ROOT,root,imp. [vn.] ac. pl. 3,NA,Gold_284.csv
2080,nom,FV,karwa,nom. pl. m.,imp. [vn.] ac. pl. 3,Gold_284.csv
2081,inst,nom,hewuh,i. sg. m.,nom. sg. m.,Gold_764.csv
2082,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_764.csv
2083,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_764.csv
2084,nom,FV,karwa,nom. sg. m.,impft. [vn.] md. sg. 3,Gold_764.csv
2085,loc,IV,axikaranam,loc. sg. n.,abs.,Gold_764.csv
2086,acc,IV,karma,acc. sg. m.,abs.,Gold_764.csv
2087,IV,IV,purvakalah,abs.,ca. inf.,Gold_764.csv
2088,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_764.csv
2089,acc,IV,karma,acc. sg. f.,ca. inf.,Gold_764.csv
2090,IV,FV,prayojanam,ca. inf.,impft. [vn.] md. sg. 3,Gold_764.csv
2091,FV,ROOT,root,impft. [vn.] md. sg. 3,NA,Gold_764.csv
2092,abl,IV,apaxanam,abl. sg. n.,ppa.,Gold_1010.csv
2093,nom,IV,karwa,nom. sg. *,ppa.,Gold_1010.csv
2094,g,g,rartisambanxah,g. sg. m.,g. pl. m.,Gold_1010.csv
2095,g,acc,rartisambanxah,g. pl. m.,acc. sg. f.,Gold_1010.csv
2096,acc,Ind,samucciwam,acc. sg. f.,conj.,Gold_1010.csv
2097,acc,Ind,samucciwam,acc. sg. f.,conj.,Gold_1010.csv
2098,Ind,IV,karma,conj.,ppa.,Gold_1010.csv
2099,abl,IV,apaxanam,abl. sg. f.,ppa.,Gold_1010.csv
2100,IV,ROOT,root,ppa.,NA,Gold_1010.csv
2101,inst,inst,viseranam,inst. sg. m.,inst. sg. m.,Gold_443.csv
2102,inst,inst,karwa,inst. pl. m.,inst. sg. m.,Gold_443.csv
2103,acc,inst,karma,acc. pl. n.,inst. sg. m.,Gold_443.csv
2104,inst,Ind,samucciwam,inst. sg. m.,conj.,Gold_443.csv
2105,inst,FV,karanam,inst. sg. m.,pr. ac. sg. 3,Gold_443.csv
2106,nom,FV,karwa,nom. pl. m.,pr. ac. sg. 3,Gold_443.csv
2107,nom,Ind,prawiyogi,nom. pl. m.,conj.,Gold_443.csv
2108,Ind,nom,anuyogi,conj.,nom. pl. m.,Gold_443.csv
2109,nom,FV,karwqsamanaxikaranam,nom. pl. m.,pr. ac. sg. 3,Gold_443.csv
2110,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_443.csv
2111,Ind,ROOT,root,conj.,NA,Gold_443.csv
2112,nom,FV,karwa,nom. sg. m.,per. fut. ac. sg. 3,Gold_1357.csv
2113,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_1357.csv
2114,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1357.csv
2115,nom,FV,karma,nom. sg. m.,per. fut. ac. sg. 3,Gold_1357.csv
2116,FV,ROOT,root,per. fut. ac. sg. 3,NA,Gold_1357.csv
2117,nom,IV,karwa,nom. sg. m.,ppa.,Gold_785.csv
2118,acc,acc,viseranam,acc. sg. n.,acc. sg. n.,Gold_785.csv
2119,acc,IV,karma,acc. sg. n.,ppa.,Gold_785.csv
2120,IV,ROOT,root,ppa.,NA,Gold_785.csv
2121,nom,FV,karwa,nom. pl. f.,pft. md. pl. 3,Gold_703.csv
2122,nom,nom,viseranam,nom. pl. f.,nom. pl. f.,Gold_703.csv
2123,nom,nom,viseranam,nom. pl. f.,nom. pl. f.,Gold_703.csv
2124,acc,FV,karma,acc. sg. n.,pft. md. pl. 3,Gold_703.csv
2125,Ind,acc,sambanxah,conj.,acc. sg. n.,Gold_703.csv
2126,FV,ROOT,root,pft. md. pl. 3,NA,Gold_703.csv
2127,Ind,FV,viseranam,conj.,pft. ac. pl. 3,Gold_703.csv
2128,FV,Ind,prawiyogi,pft. ac. pl. 3,conj.,Gold_703.csv
2129,Ind,FV,anuyogi,conj.,pft. md. pl. 3,Gold_703.csv
2130,Ind,FV,sambanxah,conj.,pft. ac. pl. 3,Gold_703.csv
2131,g,inst,rartisambanxah,g. sg. n.,i. sg. n.,Gold_149.csv
2132,inst,FV,karanam,i. sg. n.,impft. [8] ac. pl. 3,Gold_149.csv
2133,nom,FV,karwa,nom. du. n.,impft. [8] ac. pl. 3,Gold_149.csv
2134,g,nom,rartisambanxah,g. sg. m.,nom. du. n.,Gold_149.csv
2135,nom,FV,karwa,nom. du. n.,impft. [8] ac. pl. 3,Gold_149.csv
2136,acc,FV,karma,acc. sg. n.,impft. [8] ac. pl. 3,Gold_149.csv
2137,FV,ROOT,root,impft. [8] ac. pl. 3,NA,Gold_149.csv
2138,abl,IV,apaxanam,abl. pl. n.,pp.,Gold_243.csv
2139,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_243.csv
2140,nom,IV,karwa,nom. sg. m.,pp.,Gold_243.csv
2141,adv,adv,sambanxah,adv.,adv.,Gold_243.csv
2142,adv,acc,sambanxah,adv.,acc. sg. n.,Gold_243.csv
2143,acc,acc,viseranam,acc. sg. n.,acc. sg. n.,Gold_243.csv
2144,acc,IV,karma,acc. sg. n.,pp.,Gold_243.csv
2145,IV,ROOT,root,pp.,NA,Gold_243.csv
2146,abl,FV,apaxanam,abl. sg. m.,pr. [2] ac. sg. 3,Gold_113.csv
2147,nom,FV,karwa,nom. sg. n.,pr. [2] ac. sg. 3,Gold_113.csv
2148,Ind,nom,sambanxah,prep.,nom. sg. n.,Gold_113.csv
2149,nom,FV,karwqsamanaxikaranam,nom. sg. n.,pr. [2] ac. sg. 3,Gold_113.csv
2150,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_113.csv
2151,nom,FV,karwa,nom. sg. *,fut. ac. sg. 1,Gold_557.csv
2152,Ind,nom,sambanxah,prep.,nom. sg. *,Gold_557.csv
2153,g,loc,upapaxasambanxah,g. sg. n.,loc. sg. n.,Gold_557.csv
2154,loc,FV,axikaranam,loc. sg. n.,fut. ac. sg. 1,Gold_557.csv
2155,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_557.csv
2156,acc,FV,karma,acc. sg. m.,fut. ac. sg. 1,Gold_557.csv
2157,acc,FV,waxarwyam,acc. du. f.,fut. ac. sg. 1,Gold_557.csv
2158,FV,ROOT,root,fut. ac. sg. 1,NA,Gold_557.csv
2159,nom,FV,karwa,nom. pl. m.,pr. ac. pl. 3,Gold_1065.csv
2160,acc,FV,karma,acc. sg. *.,pr. ac. pl. 3,Gold_1065.csv
2161,acc,FV,karmasamanaxikaranam,acc. sg. m.,pr. ac. pl. 3,Gold_1065.csv
2162,FV,ROOT,root,pr. ac. pl. 3,NA,Gold_1065.csv
2163,inst,FV,hewuh,inst. sg. f.,pr. md. sg. 3,Gold_216.csv
2164,FV,ROOT,root,pr. md. sg. 3,NA,Gold_216.csv
2165,acc,FV,karma,acc. sg. m.,pr. md. sg. 3,Gold_216.csv
2166,g,acc,rartisambanxah,g. pl. m.,acc. sg. m.,Gold_216.csv
2167,nom,FV,karwa,nom. sg. n.,pr. md. sg. 3,Gold_37.csv
2168,nom,nom,viseranam,nom. sg. f.,nom. sg. n.,Gold_37.csv
2169,nom,nom,viseranam,nom. sg. f.,nom. sg. n.,Gold_37.csv
2170,Ind,Ind,axikaranam,conj.,conj.,Gold_37.csv
2171,acc,Ind,karma,acc. sg. m.,conj.,Gold_37.csv
2172,Ind,FV,purvakalah,conj.,pr. md. sg. 3,Gold_37.csv
2173,Ind,FV,axikaranam,conj.,pr. md. sg. 3,Gold_37.csv
2174,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_37.csv
2175,acc,FV,karma,acc. sg. f.,pr. md. sg. 3,Gold_37.csv
2176,Ind,FV,sambanxah,conj.,pr. md. sg. 3,Gold_37.csv
2177,FV,ROOT,root,pr. md. sg. 3,NA,Gold_37.csv
2178,voc,FV,samboxyah,voc. sg. m.,pr. ac. pl. 3,Gold_461.csv
2179,acc,inst,karma,acc. sg. f.,inst. sg. m.,Gold_461.csv
2180,inst,inst,viseranam,inst. sg. m.,inst. sg. n.,Gold_461.csv
2181,nom,nom,karma,nom. sg. m.,nom. sg. m.,Gold_461.csv
2182,inst,nom,karwa,inst. sg. n.,nom. sg. m.,Gold_461.csv
2183,nom,Ind,samucciwam,nom. sg. m.,conj.,Gold_461.csv
2184,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_461.csv
2185,g,g,viseranam,g. sg. m.,g. sg. m.,Gold_461.csv
2186,g,nom,rartisambanxah,g. sg. m.,nom. pl. f.,Gold_461.csv
2187,nom,FV,karwa,nom. pl. f.,pr. ac. pl. 3,Gold_461.csv
2188,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_461.csv
2189,nom,FV,karwqsamanaxikaranam,nom. sg. n.,pr. ac. pl. 3,Gold_461.csv
2190,Ind,FV,sambanxah,conj.,pr. ac. pl. 3,Gold_461.csv
2191,FV,Ind,samucciwam,pr. ac. pl. 3,conj.,Gold_461.csv
2192,Ind,ROOT,root,conj.,NA,Gold_461.csv
2193,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_520.csv
2194,acc,IV,karma,acc. sg. f.,pfp. [3],Gold_520.csv
2195,IV,ROOT,root,pfp. [3],NA,Gold_520.csv
2196,inst,inst,viseranam,inst. pl. m.,inst. pl. m.,Gold_531.csv
2197,g,inst,rartisambanxah,g. sg. n.,inst. pl. m.,Gold_531.csv
2198,inst,FV,karwa,inst. pl. m.,per.  fut. ac. pl. 3,Gold_531.csv
2199,nom,FV,karma,nom. pl. n.,per.  fut. ac. pl. 3,Gold_531.csv
2200,nom,nom,viseranam,nom. pl. n.,nom. pl. n.,Gold_531.csv
2201,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_531.csv
2202,acc,nom,karma,acc. sg. f.,nom. pl. n.,Gold_531.csv
2203,nom,FV,karmasamanaxikaranam,nom. pl. n.,per.  fut. ac. pl. 3,Gold_531.csv
2204,FV,ROOT,root,per.  fut. ac. pl. 3,NA,Gold_531.csv
2205,nom,FV,karwa,nom. sg. m.,pr. [6] ac. sg. 3,Gold_939.csv
2206,acc,FV,karma,acc. sg. m.,pr. [6] ac. sg. 3,Gold_939.csv
2207,FV,ROOT,root,pr. [6] ac. sg. 3,NA,Gold_939.csv
2208,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_442.csv
2209,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_442.csv
2210,Ind,nom,sambanxah,prep.,nom. sg. m.,Gold_442.csv
2211,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_442.csv
2212,nom,FV,karwa,nom. sg. m.,pr. [2] ac. sg. 3,Gold_442.csv
2213,FV,Ind,prawiyogi,pr. [2] ac. sg. 3,part.,Gold_442.csv
2214,Ind,IV,anuyogi,part.,abs.,Gold_442.csv
2215,IV,IV,purvakalah,abs.,pp.,Gold_442.csv
2216,acc,IV,karma,acc. sg. f.,abs.,Gold_442.csv
2217,abl,IV,apaxanam,abl. sg. n.,abs.,Gold_442.csv
2218,IV,IV,purvakalah,abs.,pp.,Gold_442.csv
2219,g,acc,rartisambanxah,g. sg. f.,acc. sg. f.,Gold_442.csv
2220,acc,IV,karma,acc. sg. f.,inf.,Gold_442.csv
2221,IV,IV,prayojanam,inf.,pp.,Gold_442.csv
2222,IV,ROOT,root,pp.,NA,Gold_442.csv
2223,loc,FV,axikaranam,loc. sg. m.,pr. [5] ac. sg. 3,Gold_2.csv
2224,nom,FV,karwa,nom. sg. m.,pr. [5] ac. sg. 3,Gold_2.csv
2225,acc,FV,karma,acc. sg. n.,pr. [5] ac. sg. 3,Gold_2.csv
2226,Ind,FV,sambanxah,prep.,pr. [5] ac. sg. 3,Gold_2.csv
2227,FV,ROOT,root,pr. [5] ac. sg. 3,NA,Gold_2.csv
2228,loc,FV,axikaranam,loc. sg. n.,pr. [5] ac. sg. 3,Gold_2.csv
2229,nom,FV,karwa,nom. du. m.,imp. [1] ac. du. 3,Gold_539.csv
2230,acc,FV,karma,acc. du. m.,imp. [1] ac. du. 3,Gold_539.csv
2231,FV,ROOT,root,imp. [1] ac. du. 3,NA,Gold_539.csv
2232,g,nom,rartisambanxah,g. sg. n.,nom. sg. f.,Gold_1053.csv
2233,IV,ROOT,root,ppr. [2] ac.,NA,Gold_1053.csv
2234,Ind,loc,sambanxah,part.,loc. sg. m.,Gold_1053.csv
2235,loc,IV,axikaranam,loc. sg. m.,ppr. [2] ac.,Gold_1053.csv
2236,nom,Ind,sambanxah,nom. sg. f.,conj.,Gold_1053.csv
2237,nom,Ind,sambanxah,nom. pl. f.,conj.,Gold_1053.csv
2238,Ind,nom,sambanxah,conj.,nom. pl. f.,Gold_1053.csv
2239,Ind,IV,karwa,conj.,ppr. [2] ac.,Gold_1053.csv
2240,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_244.csv
2241,acc,nom,karma,acc. sg. m.,nom. sg. m.,Gold_244.csv
2242,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_244.csv
2243,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_244.csv
2244,nom,IV,karwa,nom. sg. m.,pp.,Gold_244.csv
2245,loc,loc,viseranam,loc. sg. m.,loc. sg. m.,Gold_244.csv
2246,loc,IV,axikaranam,loc. sg. m.,pp.,Gold_244.csv
2247,IV,ROOT,root,pp.,NA,Gold_244.csv
2248,Ind,Ind,axikaranam,conj.,conj.,Gold_1130.csv
2249,Ind,Ind,sambanxah,conj.,conj.,Gold_1130.csv
2250,acc,Ind,prawiyogi,acc. sg. n.,conj.,Gold_1130.csv
2251,Ind,Ind,anuyogi,conj.,conj.,Gold_1130.csv
2252,Ind,FV,purvakalah,conj.,pp. . sg. ,Gold_1130.csv
2253,Ind,Ind,sambanxah,conj.,conj.,Gold_1130.csv
2254,acc,FV,karma,acc. sg. n.,pp. . sg. ,Gold_1130.csv
2255,FV,ROOT,root,pp. . sg. ,NA,Gold_1130.csv
2256,nom,FV,karwa,nom. sg. m.,pr. [2] ac. sg. 3,Gold_1041.csv
2257,loc,nom,axikaranam,loc. sg. m.,nom. sg. m.,Gold_1041.csv
2258,nom,Ind,prawiyogi,nom. sg. m.,conj.,Gold_1041.csv
2259,inst,nom,hewuh,i. sg. f.,nom. sg. m.,Gold_1041.csv
2260,Ind,nom,anuyogi,conj.,nom. sg. m.,Gold_1041.csv
2261,nom,Ind,prawiyogi,nom. sg. m.,conj.,Gold_1041.csv
2262,loc,inst,axikaranam,loc. sg. m.,i. sg. m.,Gold_1041.csv
2263,inst,nom,upapaxasambanxah,i. sg. m.,nom. sg. m.,Gold_1041.csv
2264,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1041.csv
2265,nom,nom,viseranam,nom. sg. n.,nom. sg. m.,Gold_1041.csv
2266,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1041.csv
2267,nom,Ind,prawiyogi,nom. sg. m.,part.,Gold_1041.csv
2268,Ind,nom,anuyogi,part.,nom. sg. m.,Gold_1041.csv
2269,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_1041.csv
2270,nom,nom,viseranam,nom. sg. f.,nom. sg. f.,Gold_527.csv
2271,nom,nom,viseranam,nom. sg. n.,nom. sg. f.,Gold_527.csv
2272,nom,FV,karwa,nom. sg. f.,pft. ac. pl. 3,Gold_527.csv
2273,g,acc,rartisambanxah,g. sg. m.,acc. sg. m.,Gold_527.csv
2274,acc,FV,karma,acc. sg. m.,pft. ac. pl. 3,Gold_527.csv
2275,FV,ROOT,root,pft. ac. pl. 3,NA,Gold_527.csv
2276,adv,FV,hewuh,adv.,pr. [1] md. sg. 1,Gold_822.csv
2277,acc,FV,karma,acc. sg. f.,pr. [1] md. sg. 1,Gold_822.csv
2278,FV,Ind,prawiyogi,pr. [1] md. sg. 1,part.,Gold_822.csv
2279,Ind,IV,anuyogi,part.,abs.,Gold_822.csv
2280,IV,loc,purvakalah,abs.,loc. sg. n.,Gold_822.csv
2281,loc,FV,axikaranam,loc. sg. n.,impft. [1] ac. sg. 3,Gold_822.csv
2282,nom,FV,karwqsamanaxikaranam,nom. sg. m.,impft. [1] ac. sg. 3,Gold_822.csv
2283,FV,ROOT,root,impft. [1] ac. sg. 3,NA,Gold_822.csv
2284,nom,FV,karwa,nom. sg. m.,impft. [1] ac. sg. 3,Gold_822.csv
2285,Ind,FV,sambanxah,part.,impft. [1] ac. sg. 3,Gold_822.csv
2286,loc,IV,axikaranam,loc. sg. m.,ca. abs.,Gold_1347.csv
2287,acc,acc,sambanxah,acc. sg. m.,acc. sg. m.,Gold_1347.csv
2288,acc,acc,sambanxah,acc. sg. m.,acc. pl. n.,Gold_1347.csv
2289,abl,IV,apaxanam,abl. sg. m.,ca. abs.,Gold_1347.csv
2290,acc,acc,viseranam,acc. pl. n.,acc. pl. n.,Gold_1347.csv
2291,Ind,acc,sambanxah,prep.,acc. pl. n.,Gold_1347.csv
2292,acc,IV,karma,acc. pl. n.,ca. abs.,Gold_1347.csv
2293,IV,IV,purvakalah,ca. abs.,ppa.,Gold_1347.csv
2294,acc,acc,waxarwyam,acc. sg. m.,acc. sg. m.,Gold_1347.csv
2295,g,acc,rartisambanxah,g. pl. n.,acc. sg. m.,Gold_1347.csv
2296,adv,IV,kriyaviseranam,adv.,ppa.,Gold_1347.csv
2297,acc,IV,karma,acc. sg. m.,ppa.,Gold_1347.csv
2298,IV,ROOT,root,ppa.,NA,Gold_1347.csv
2299,loc,FV,axikaranam,loc. pl. n.,pr. ac. sg. 3,Gold_701.csv
2300,acc,IV,karma,acc. sg. m.,abs.,Gold_701.csv
2301,IV,FV,purvakalah,abs.,pr. ac. sg. 3,Gold_701.csv
2302,g,nom,rartisambanxah,g. pl. m.,nom. sg. m.,Gold_701.csv
2303,nom,Ind,prawiyogi,nom. sg. m.,conj.,Gold_701.csv
2304,Ind,nom,anuyogi,conj.,nom. sg. m.,Gold_701.csv
2305,g,nom,rartisambanxah,g. pl. m.,nom. sg. m.,Gold_701.csv
2306,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_701.csv
2307,nom,FV,karwa,nom. sg. m.,pr. ac. sg. 3,Gold_701.csv
2308,Ind,FV,sambanxah,conj.,pr. ac. sg. 3,Gold_701.csv
2309,FV,ROOT,root,pr. ac. sg. 3,NA,Gold_701.csv
2310,loc,FV,axikaranam,loc. pl. m.,pr. [1] ac. pl. 3,Gold_721.csv
2311,FV,ROOT,root,pr. [1] ac. pl. 3,NA,Gold_721.csv
2312,nom,FV,karwa,nom. pl. m.,pr. [1] ac. pl. 3,Gold_721.csv
2313,nom,FV,karwa,nom. pl. m.,pr. [2] ac. sg. 3,Gold_1032.csv
2314,acc,FV,karma,acc. sg. n.,pr. [2] ac. sg. 3,Gold_1032.csv
2315,loc,FV,axikaranam,loc. pl. m.,pr. [2] ac. sg. 3,Gold_1032.csv
2316,Ind,acc,sambanxah,part.,acc. sg. n.,Gold_1032.csv
2317,Ind,acc,sambanxah,conj.,acc. sg. n.,Gold_1032.csv
2318,acc,acc,viseranam,acc. sg. n.,acc. sg. n.,Gold_1032.csv
2319,Ind,acc,sambanxah,part.,acc. sg. n.,Gold_1032.csv
2320,Ind,acc,sambanxah,conj.,acc. sg. n.,Gold_1032.csv
2321,acc,FV,karma,acc. sg. n.,pr. [2] ac. sg. 3,Gold_1032.csv
2322,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_1032.csv
2323,acc,g,karma,acc. sg. f.,g. sg. f.,Gold_1359.csv
2324,g,inst,rartisambanxah,g. sg. f.,inst. sg. n.,Gold_1359.csv
2325,inst,FV,karwa,inst. sg. n.,pp. . sg. ,Gold_1359.csv
2326,Ind,FV,viseranam,conj.,pp. . sg. ,Gold_1359.csv
2327,g,nom,rartisambanxah,g. sg. n.,nom. sg. n.,Gold_1359.csv
2328,nom,FV,karma,nom. sg. n.,pp. . sg. ,Gold_1359.csv
2329,FV,Ind,samucciwam,pp. . sg. ,conj.,Gold_1359.csv
2330,voc,FV,samboxyah,voc. sg. f.,imp. ac. sg. 3,Gold_1359.csv
2331,loc,loc,viseranam,loc. sg. n.,loc. sg. f.,Gold_1359.csv
2332,Ind,Ind,prawiyogi,conj.,conj.,Gold_1359.csv
2333,Ind,loc,anuyogi,conj.,loc. sg. f.,Gold_1359.csv
2334,loc,FV,axikaranam,loc. sg. f.,imp. ac. sg. 3,Gold_1359.csv
2335,nom,FV,karwa,nom. sg. m.,imp. ac. sg. 3,Gold_1359.csv
2336,nom,FV,karwqsamanaxikaranam,nom. sg. m.,imp. ac. sg. 3,Gold_1359.csv
2337,FV,Ind,samucciwam,imp. ac. sg. 3,conj.,Gold_1359.csv
2338,Ind,ROOT,root,conj.,NA,Gold_1359.csv
2339,nom,FV,karwa,nom. sg. m.,imp. [8] ac. sg. 3,Gold_450.csv
2340,Ind,nom,sambanxah,prep.,nom. sg. m.,Gold_450.csv
2341,g,acc,rartisambanxah,g. sg. n.,acc. sg. m.,Gold_450.csv
2342,acc,FV,karma,acc. sg. m.,imp. [8] ac. sg. 3,Gold_450.csv
2343,acc,FV,karma,acc. sg. m.,imp. [8] ac. sg. 3,Gold_450.csv
2344,FV,ROOT,root,imp. [8] ac. sg. 3,NA,Gold_450.csv
2345,Ind,FV,axikaranam,conj.,pp. . sg. ,Gold_1229.csv
2346,inst,FV,karwa,inst. sg. m.,pp. . sg. ,Gold_1229.csv
2347,FV,Ind,prawiyogi,pp. . sg. ,conj.,Gold_1229.csv
2348,Ind,nom,anuyogi,conj.,nom. sg. m.,Gold_1229.csv
2349,nom,FV,karwa,nom. sg. m.,pp. . sg. ,Gold_1229.csv
2350,loc,FV,axikaranam,loc. sg. f.,pp. . sg. ,Gold_1229.csv
2351,FV,FV,karwqsamanaxikaranam,pp. . sg. ,pr. ac. sg. 3,Gold_1229.csv
2352,FV,ROOT,root,pr. ac. sg. 3,NA,Gold_1229.csv
2353,nom,Ind,viseranam,nom. pl. n.,conj.,Gold_717.csv
2354,nom,Ind,viseranam,nom. pl. n.,conj.,Gold_717.csv
2355,nom,Ind,samucciwam,nom. pl. n.,conj.,Gold_717.csv
2356,nom,Ind,samucciwam,nom. pl. n.,conj.,Gold_717.csv
2357,Ind,FV,karwa,conj.,pr. [1] ac. pl. 3,Gold_717.csv
2358,loc,FV,axikaranam,loc. sg. f.,pr. [1] ac. pl. 3,Gold_717.csv
2359,FV,Ind,samucciwam,pr. [1] ac. pl. 3,conj.,Gold_717.csv
2360,nom,FV,karwa,nom. pl. m.,pr. [1] ac. pl. 3,Gold_717.csv
2361,acc,FV,karma,acc. pl. n.,pr. [1] ac. pl. 3,Gold_717.csv
2362,FV,Ind,samucciwam,pr. [1] ac. pl. 3,conj.,Gold_717.csv
2363,Ind,ROOT,root,conj.,NA,Gold_717.csv
2364,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_63.csv
2365,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_63.csv
2366,nom,FV,karwa,nom. sg. m.,pr. md. sg. 3,Gold_63.csv
2367,loc,FV,axikaranam,loc. sg. m.,pr. md. sg. 3,Gold_63.csv
2368,FV,Ind,samucciwam,pr. md. sg. 3,conj.,Gold_63.csv
2369,g,g,rartisambanxah,g. sg. m.,g. pl. m.,Gold_63.csv
2370,g,nom,rartisambanxah,g. pl. m.,nom. sg. m.,Gold_63.csv
2371,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_63.csv
2372,nom,FV,karwa,nom. sg. m.,pr. ac. sg. 3,Gold_63.csv
2373,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_63.csv
2374,Ind,ROOT,root,conj.,NA,Gold_63.csv
2375,adv,dat,kriyaviseranam,adv.,dat. sg. n.,Gold_20.csv
2376,FV,ROOT,root,pr. [1] md. sg. 2,NA,Gold_20.csv
2377,dat,FV,waxarwyam,dat. sg. n.,pr. [1] md. sg. 2,Gold_20.csv
2378,adv,FV,kriyaviseranam,adv.,ca. impft. ac. sg. 3,Gold_1003.csv
2379,dat,acc,sampraxanam,dat. pl. *,acc. sg. m.,Gold_1003.csv
2380,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_1003.csv
2381,acc,IV,karma,acc. sg. m.,ca. inf.,Gold_1003.csv
2382,IV,FV,prayojanam,ca. inf.,ca. impft. ac. sg. 3,Gold_1003.csv
2383,Ind,IV,sambanxah,conj.,ca. inf.,Gold_1003.csv
2384,acc,FV,karma,acc. sg. m.,ca. impft. ac. sg. 3,Gold_1003.csv
2385,acc,FV,kriyaviseranam,acc. sg. m.,ca. impft. ac. sg. 3,Gold_1003.csv
2386,FV,ROOT,root,ca. impft. ac. sg. 3,NA,Gold_1003.csv
2387,abl,nom,apaxanam,abl. pl. n.,nom. sg. m.,Gold_1161.csv
2388,Ind,abl,sambanxah,conj.,abl. pl. n.,Gold_1161.csv
2389,dat,FV,sampraxanam,dat. sg. n.,pr. [3] ac. sg. 3,Gold_1161.csv
2390,nom,FV,karwa,nom. sg. m.,pr. [3] ac. sg. 3,Gold_1161.csv
2391,IV,FV,karma,pp.,pr. [3] ac. sg. 3,Gold_1161.csv
2392,FV,ROOT,root,pr. [3] ac. sg. 3,NA,Gold_1161.csv
2393,Ind,FV,sambanxah,part.,pr. [3] ac. sg. 3,Gold_1161.csv
2394,nom,IV,karwa,nom. sg. f.,ppa.,Gold_372.csv
2395,Ind,nom,sambanxah,conj.,nom. sg. f.,Gold_372.csv
2396,acc,IV,karma,acc. sg. m.,ppa.,Gold_372.csv
2397,dat,IV,sampraxanam,dat. sg. n.,ppa.,Gold_372.csv
2398,IV,ROOT,root,ppa.,NA,Gold_372.csv
2399,nom,FV,karwa,nom. pl. m.,pr. [1] ac. pl. 3,Gold_1423.csv
2400,acc,Ind,upapaxasambanxah,acc. pl. m.,prep.,Gold_1423.csv
2401,Ind,FV,sambanxah,prep.,pr. [1] ac. pl. 3,Gold_1423.csv
2402,FV,ROOT,root,pr. [1] ac. pl. 3,NA,Gold_1423.csv
2403,FV,acc,prawiyogi,imp. [8] ac. sg. 2,acc. sg. n.,Gold_1265.csv
